id,idade,renda,cidade,categoria,nota,feedback
531,69,15321.1,Vitória,B,7.1,Bom
532,63,23144.53,Rio de Janeiro,B,9.8,Bom
533,56,19821.9,Rio de Janeiro,B,8.4,Bom
534,51,28527.78,Rio de Janeiro,B,,
535,64,43618.44,São Paulo,B,6.1,Bom
536,53,44572.14,Belo Horizonte,B,5.8,Bom
537,35,31310.39,Rio de Janeiro,A,8.3,Bom
538,35,18189.0,São Paulo,B,7.1,Bom
539,36,15856.22,Belo Horizonte,A,6.6,Bom
540,37,34290.54,Belo Horizonte,A,9.1,Bom
541,17,26298.29,Belo Horizonte,B,8.9,Bom
542,63,11614.18,Rio de Janeiro,B,8.4,Bom
543,17,4012.94,Vitória,B,7.4,Bom
544,60,19927.21,São Paulo,A,9.3,Bom
545,37,,São Paulo,B,5.3,
546,72,13702.62,Belo Horizonte,A,7.9,Bom
547,47,5802.04,Vitória,B,9.2,Bom
548,75,6468.56,São Paulo,A,7.1,Bom
549,41,6293.67,São Paulo,B,9.9,Bom
550,66,37013.01,Rio de Janeiro,B,8.5,Bom
551,25,41948.39,Vitória,B,7.1,Bom
552,74,20621.14,Rio de Janeiro,B,,
553,71,38677.41,Belo Horizonte,B,9.9,Bom
554,65,41811.78,Belo Horizonte,A,8.7,Bom
555,24,43177.73,Belo Horizonte,A,8.3,Bom
556,21,15885.04,Belo Horizonte,A,6.2,Bom
557,79,40847.4,Rio de Janeiro,A,9.6,Bom
558,51,1969.31,Belo Horizonte,A,5.0,Bom
559,26,12391.09,São Paulo,A,7.9,Bom
560,49,19759.3,Belo Horizonte,A,10.0,Bom
561,65,10088.69,Rio de Janeiro,B,6.2,Bom
562,25,35321.85,São Paulo,A,5.5,Bom
563,25,45034.66,Belo Horizonte,B,7.4,Bom
564,32,42255.93,Rio de Janeiro,A,5.3,Bom
565,65,35419.17,Vitória,A,7.6,Bom
566,73,6038.61,Rio de Janeiro,B,8.7,
567,80,40245.0,Vitória,A,5.9,Bom
568,46,23293.0,Vitória,B,6.4,Bom
569,22,8062.16,Rio de Janeiro,B,6.7,Bom
570,45,18251.77,São Paulo,B,7.6,Bom
571,66,11649.64,Vitória,B,9.6,Bom
572,75,41823.4,Vitória,B,5.3,Bom
573,67,46005.1,Rio de Janeiro,B,8.8,Bom
574,80,6525.54,São Paulo,A,9.7,Bom
575,63,27390.31,Vitória,B,7.2,Bom
576,43,34470.16,São Paulo,A,9.5,Bom
577,18,26020.65,Rio de Janeiro,B,7.5,Bom
578,73,7899.89,Vitória,B,7.8,Bom
579,,37037.3,Rio de Janeiro,A,8.0,Bom
580,58,19059.41,São Paulo,A,7.6,Bom
581,56,42353.86,Rio de Janeiro,A,5.9,Bom
582,47,13292.63,Rio de Janeiro,A,8.5,Bom
583,50,39771.58,Rio de Janeiro,A,7.6,Bom
584,16,16092.54,Rio de Janeiro,A,8.3,Bom
585,55,17387.69,São Paulo,A,8.4,Bom
586,73,11058.46,Belo Horizonte,A,7.6,Bom
587,63,35819.45,São Paulo,B,8.3,Bom
588,28,2328.17,Rio de Janeiro,A,6.1,Bom
589,77,18892.66,Belo Horizonte,B,6.3,Bom
590,19,35889.44,Rio de Janeiro,B,8.2,Bom
591,17,43338.08,Vitória,A,7.8,Bom
592,62,9987.85,Rio de Janeiro,A,7.8,Bom
593,43,41174.82,São Paulo,A,9.8,Bom
594,37,38730.75,São Paulo,A,9.9,Bom
595,25,42413.32,Rio de Janeiro,A,9.5,Bom
596,52,29319.02,Belo Horizonte,A,5.2,Bom
597,26,24658.64,Belo Horizonte,A,5.4,Bom
598,43,32936.94,São Paulo,B,9.8,Bom
599,30,37343.57,São Paulo,B,9.3,Bom
600,50,32605.49,Belo Horizonte,B,9.5,Bom
601,46,5467.08,Vitória,B,7.2,Bom
602,60,19290.02,Vitória,B,7.5,Bom
603,58,45597.6,Belo Horizonte,A,5.4,Bom
604,59,21237.71,Belo Horizonte,A,7.4,Bom
605,29,43485.13,São Paulo,A,9.4,Bom
606,73,32469.19,Belo Horizonte,B,6.0,Bom
607,50,31691.32,Belo Horizonte,A,7.6,Bom
608,47,10439.36,Belo Horizonte,B,9.1,Bom
609,60,19414.72,Vitória,B,6.2,Bom
610,28,27171.36,Rio de Janeiro,A,10.0,Bom
611,21,39457.76,Vitória,A,5.1,Bom
612,31,8794.44,Belo Horizonte,A,8.7,Bom
613,35,32135.6,Rio de Janeiro,B,7.0,Bom
614,16,13422.06,São Paulo,A,8.5,Bom
615,60,6348.42,Belo Horizonte,B,6.5,Bom
616,72,29754.33,Belo Horizonte,A,9.6,Bom
617,24,39868.05,Rio de Janeiro,A,6.4,Bom
618,32,7316.22,São Paulo,B,6.3,Bom
619,57,13779.41,Belo Horizonte,B,7.4,Bom
620,31,4698.28,Vitória,B,8.0,Bom
621,18,8834.26,Rio de Janeiro,A,8.6,Bom
622,36,12117.61,Rio de Janeiro,A,7.9,Bom
623,53,15405.89,Belo Horizonte,A,6.9,Bom
624,45,36171.25,São Paulo,A,9.9,Bom
625,51,10524.89,São Paulo,B,8.1,Bom
626,46,7592.79,São Paulo,A,8.4,Bom
627,59,27093.55,Belo Horizonte,A,7.6,Bom
628,,34742.86,Vitória,A,9.7,Bom
629,49,15526.62,Rio de Janeiro,A,9.4,Bom
630,40,43980.19,Vitória,B,9.0,Bom
631,38,43314.94,Belo Horizonte,A,8.5,Bom
632,36,40447.55,São Paulo,A,6.9,Bom
633,78,33078.93,Belo Horizonte,B,7.4,Bom
634,73,7601.83,Vitória,B,6.9,Bom
635,47,45444.8,Belo Horizonte,B,8.4,Bom
636,57,31377.53,Belo Horizonte,A,8.1,Bom
637,81,44284.19,Vitória,A,7.0,Bom
638,42,7601.04,São Paulo,B,9.8,Bom
639,18,38752.92,Rio de Janeiro,B,9.9,Bom
640,20,32342.16,São Paulo,A,7.9,Bom
641,66,2915.65,Vitória,A,8.7,Bom
642,21,3550.87,Rio de Janeiro,A,6.6,Bom
643,51,23266.89,Belo Horizonte,A,9.2,Bom
644,68,39010.0,Vitória,,7.3,
645,29,31533.84,São Paulo,B,5.1,Bom
646,37,32354.29,Belo Horizonte,B,5.9,Bom
647,27,42188.56,Belo Horizonte,B,10.0,Bom
648,32,34247.75,Vitória,B,9.9,Bom
649,73,33556.98,São Paulo,B,8.0,Bom
650,50,4811.28,Vitória,A,8.2,Bom
651,49,27754.1,São Paulo,A,5.3,Bom
652,22,22410.38,Rio de Janeiro,A,7.7,Bom
653,47,41206.9,Vitória,A,6.8,Bom
654,16,42895.92,Vitória,B,6.3,Bom
655,19,40797.91,São Paulo,B,6.9,Bom
656,24,29197.42,São Paulo,A,5.8,Bom
657,25,31681.01,Belo Horizonte,B,7.6,Bom
658,75,11692.33,São Paulo,B,7.5,Bom
659,42,24808.67,Vitória,B,9.6,Bom
660,47,39873.07,São Paulo,B,5.4,Bom
661,66,36054.16,Rio de Janeiro,A,5.1,Bom
662,72,39583.91,Rio de Janeiro,B,5.4,Bom
663,52,37714.74,Belo Horizonte,A,6.7,Bom
664,29,29350.27,Belo Horizonte,,9.7,
665,22,17789.43,Belo Horizonte,B,9.2,Bom
666,82,16378.23,Vitória,B,6.6,Bom
667,75,28080.41,São Paulo,B,8.9,Bom
668,49,28723.54,Belo Horizonte,B,5.0,Bom
669,32,43513.65,Rio de Janeiro,A,8.5,Bom
670,73,17835.05,Rio de Janeiro,B,7.7,Bom
671,59,34219.68,Belo Horizonte,A,7.3,Bom
672,40,21746.44,Vitória,B,9.9,Bom
673,55,28944.4,Vitória,A,6.3,Bom
674,39,2721.27,Rio de Janeiro,B,5.9,Bom
675,49,30692.09,Rio de Janeiro,B,5.2,Bom
676,73,37985.32,Rio de Janeiro,B,9.1,Bom
677,26,11788.6,Vitória,B,6.8,Bom
678,57,38849.75,,B,9.4,Bom
679,39,44433.87,São Paulo,A,5.3,Bom
680,27,23518.58,Rio de Janeiro,B,8.6,Bom
681,30,10216.15,Belo Horizonte,A,9.8,Bom
682,51,14917.47,São Paulo,B,5.9,Bom
683,76,4032.4,Rio de Janeiro,A,6.1,Bom
684,64,17846.74,Rio de Janeiro,A,6.1,Bom
685,43,29007.02,São Paulo,A,9.6,Bom
686,69,41331.8,Vitória,B,6.5,Bom
687,72,24522.11,Rio de Janeiro,B,7.6,Bom
688,64,9615.95,São Paulo,B,7.8,Bom
689,73,10537.22,Vitória,B,9.9,Bom
690,39,24189.32,Belo Horizonte,A,9.2,Bom
691,54,42603.91,Rio de Janeiro,A,8.1,Bom
692,37,5841.5,São Paulo,B,8.5,Bom
693,37,41643.6,Rio de Janeiro,A,9.4,Bom
694,68,42181.63,Belo Horizonte,A,5.2,Bom
695,22,37776.32,Vitória,A,5.4,Bom
696,72,17677.44,Rio de Janeiro,B,6.1,Bom
697,47,21283.94,Vitória,,6.8,
698,39,9405.25,São Paulo,B,8.6,Bom
699,44,35314.82,Vitória,A,5.8,Bom
700,23,28997.2,Rio de Janeiro,B,6.3,Bom
701,50,29045.13,Belo Horizonte,A,9.9,Bom
702,23,44697.49,São Paulo,B,9.9,Bom
703,64,35064.35,São Paulo,B,9.4,Bom
704,67,39412.01,São Paulo,,7.8,
705,43,21455.87,Rio de Janeiro,B,6.3,Bom
706,45,33839.93,São Paulo,A,5.6,Bom
707,14,65147.48,Vitória,B,0.6,Bom
708,65,3101.39,Belo Horizonte,A,9.8,Bom
709,74,12645.86,São Paulo,A,7.0,Bom
710,61,8097.84,Belo Horizonte,B,6.4,Bom
711,20,3619.43,Rio de Janeiro,B,10.0,Bom
712,48,39708.52,Belo Horizonte,B,9.4,Bom
713,37,39485.01,São Paulo,A,7.5,Bom
714,53,25021.38,Vitória,B,7.8,Bom
715,62,35752.99,São Paulo,B,5.6,Bom
716,68,9252.69,Rio de Janeiro,B,7.6,Bom
717,44,14197.89,Belo Horizonte,B,8.4,Bom
718,28,11345.19,Belo Horizonte,,9.8,
719,45,24167.9,Rio de Janeiro,B,9.3,Bom
720,19,39622.18,São Paulo,A,,
721,33,29509.2,Belo Horizonte,A,7.5,Bom
722,18,44598.43,São Paulo,A,6.7,Bom
723,63,25042.01,Belo Horizonte,B,5.8,Bom
724,48,11179.18,Belo Horizonte,A,5.7,Bom
725,80,41039.16,Rio de Janeiro,A,9.5,Bom
726,75,11575.12,Belo Horizonte,B,9.7,Bom
727,34,40102.64,Rio de Janeiro,A,10.0,Bom
728,67,40111.81,Belo Horizonte,B,6.0,Bom
729,45,14738.03,Vitória,B,8.4,Bom
730,41,29181.56,Vitória,A,8.4,Bom
731,82,36014.79,Vitória,B,5.6,Bom
732,47,29704.57,São Paulo,B,8.6,Bom
733,50,7491.83,Vitória,A,6.1,Bom
734,20,23653.56,São Paulo,A,9.1,Bom
735,54,5935.16,São Paulo,A,7.0,Bom
736,36,44353.0,São Paulo,A,7.5,Bom
737,68,44466.6,Vitória,B,9.8,Bom
738,25,29258.03,Rio de Janeiro,A,6.9,Bom
739,22,41911.44,Vitória,A,,
740,46,45864.65,Rio de Janeiro,B,5.5,Bom
741,19,11612.27,Rio de Janeiro,B,6.4,Bom
742,71,15121.13,Vitória,A,6.0,Bom
743,62,33103.95,Vitória,B,,
744,53,2026.28,Belo Horizonte,A,9.8,Bom
745,75,20011.06,São Paulo,B,6.2,Bom
746,29,1547.46,São Paulo,B,7.2,Bom
747,52,22837.68,Vitória,A,9.8,Bom
748,53,16987.18,Rio de Janeiro,B,8.9,
749,29,23577.62,São Paulo,A,6.1,Bom
750,57,2945.0,São Paulo,A,6.9,Bom
751,80,42863.39,Vitória,A,9.5,Bom
752,65,24207.97,São Paulo,B,5.7,Bom
753,58,40635.98,Rio de Janeiro,B,7.2,Bom
754,79,,Rio de Janeiro,A,8.2,
755,69,27705.02,São Paulo,B,6.7,Bom
756,75,45152.19,Belo Horizonte,B,6.3,Bom
757,77,25663.29,Rio de Janeiro,B,8.8,Bom
758,59,5452.56,Belo Horizonte,A,7.3,Bom
759,54,2420.45,Vitória,A,5.2,Bom
760,42,10843.66,São Paulo,B,9.5,Bom
761,31,20955.48,São Paulo,A,9.8,Bom
762,68,28689.35,,A,9.5,Bom
763,77,25468.19,Vitória,B,7.7,Bom
764,32,32429.97,Vitória,B,6.5,Bom
765,24,23868.76,São Paulo,B,6.3,Bom
766,78,22600.27,Rio de Janeiro,A,9.0,Bom
767,81,24857.75,Vitória,B,6.1,Bom
768,49,34521.57,Vitória,A,6.7,Bom
769,42,42459.52,Vitória,A,5.9,Bom
770,24,37146.25,Vitória,B,8.1,Bom
771,24,25836.43,Vitória,A,9.6,Bom
772,7,1045.02,Vitória,B,2.7,Bom
773,65,6861.75,São Paulo,A,5.4,Bom
774,36,10651.78,Rio de Janeiro,A,8.0,Bom
775,34,22937.62,Vitória,B,7.6,Bom
776,58,2977.35,Belo Horizonte,A,8.3,Bom
777,42,1601.66,São Paulo,B,9.3,Bom
778,67,3489.59,Vitória,B,8.9,Bom
779,67,6915.45,Belo Horizonte,B,6.2,Bom
780,16,11374.47,Belo Horizonte,A,5.6,Bom
781,67,21930.45,Rio de Janeiro,A,9.3,Bom
782,38,29653.26,Belo Horizonte,B,5.5,Bom
783,62,23179.75,São Paulo,B,8.4,Bom
784,66,37207.91,Belo Horizonte,B,7.5,Bom
785,49,27630.63,Rio de Janeiro,A,8.2,Bom
786,68,34978.5,Belo Horizonte,B,7.7,Bom
787,48,22651.59,Rio de Janeiro,B,8.1,Bom
788,30,21440.28,São Paulo,A,6.4,Bom
789,58,28965.06,Vitória,B,5.0,Bom
790,57,30720.15,Belo Horizonte,A,6.6,Bom
791,71,35631.16,São Paulo,A,6.0,Bom
792,24,29880.67,Belo Horizonte,A,9.9,Bom
793,27,13318.73,Rio de Janeiro,A,7.6,Bom
794,23,12770.33,Rio de Janeiro,A,8.5,Bom
795,55,21079.43,Belo Horizonte,A,8.9,Bom
796,37,2554.09,São Paulo,B,8.2,Bom
797,55,9998.49,São Paulo,B,7.7,Bom
798,69,2400.55,Rio de Janeiro,A,7.9,Bom
799,53,31604.52,Rio de Janeiro,B,5.4,Bom
800,73,7205.57,São Paulo,A,9.0,Bom
801,28,34416.97,Belo Horizonte,B,9.9,Bom
802,62,13868.51,São Paulo,A,5.6,Bom
803,50,5790.63,São Paulo,,6.9,
804,23,29133.45,São Paulo,A,6.8,Bom
805,36,12597.12,Belo Horizonte,B,8.9,Bom
806,56,6020.72,Vitória,B,6.3,Bom
807,36,18781.61,Vitória,B,5.0,Bom
808,81,28065.89,Belo Horizonte,A,6.2,Bom
809,42,12827.41,Belo Horizonte,A,9.6,Bom
810,17,7839.95,Belo Horizonte,B,8.5,Bom
811,38,39319.17,São Paulo,B,6.4,Bom
812,57,3083.73,Belo Horizonte,A,7.1,Bom
813,55,37428.92,Vitória,B,9.1,Bom
814,24,27277.98,Rio de Janeiro,A,9.8,Bom
815,34,21532.33,Belo Horizonte,A,7.1,Bom
816,32,5287.76,Belo Horizonte,B,5.4,Bom
817,44,10714.68,Belo Horizonte,A,9.1,Bom
818,27,22702.65,Belo Horizonte,A,9.1,Bom
819,69,8399.1,São Paulo,A,8.1,Bom
820,57,1653.73,Belo Horizonte,B,5.4,Bom
821,17,25547.99,Belo Horizonte,,8.6,
822,38,30021.53,São Paulo,A,9.3,Bom
823,76,27209.02,São Paulo,A,7.0,Bom
824,65,22370.42,Belo Horizonte,B,8.8,Bom
825,37,7836.36,Rio de Janeiro,,5.5,
826,34,37069.85,Belo Horizonte,A,8.2,Bom
827,46,45724.57,São Paulo,B,5.1,Bom
828,74,30703.13,Belo Horizonte,B,5.5,Bom
829,80,5360.35,Vitória,A,8.6,Bom
830,51,17965.86,São Paulo,A,5.3,Bom
831,82,18455.64,Belo Horizonte,B,5.5,Bom
832,43,19315.57,Belo Horizonte,A,7.4,Bom
833,39,40712.17,Rio de Janeiro,A,5.9,Bom
834,34,20726.97,Rio de Janeiro,A,6.1,Bom
835,57,36274.52,Belo Horizonte,B,5.9,Bom
836,42,2398.05,Belo Horizonte,A,9.8,Bom
837,70,18811.53,Belo Horizonte,A,5.8,Bom
838,33,36711.16,São Paulo,A,9.2,Bom
839,36,37400.13,Vitória,A,5.9,Bom
840,63,27202.11,Belo Horizonte,A,7.1,Bom
841,60,5598.82,São Paulo,B,8.3,Bom
842,34,41540.34,São Paulo,B,5.8,Bom
843,24,6312.01,Rio de Janeiro,B,7.4,Bom
844,65,41556.38,Vitória,A,8.7,Bom
845,65,27444.95,Vitória,A,7.6,Bom
846,57,2132.41,São Paulo,A,9.8,Bom
847,43,12030.81,São Paulo,B,8.8,Bom
848,19,13408.67,Rio de Janeiro,A,8.4,Bom
849,79,17122.28,Belo Horizonte,B,8.6,Bom
850,38,17047.75,Vitória,B,9.4,Bom
851,29,25727.33,São Paulo,A,5.8,Bom
852,42,32976.19,Belo Horizonte,B,7.7,Bom
853,68,8881.58,Belo Horizonte,B,9.0,Bom
854,80,1849.15,São Paulo,A,8.9,Bom
855,16,5169.37,São Paulo,A,9.2,Bom
856,45,19184.59,São Paulo,B,,
857,,36571.32,Belo Horizonte,B,9.7,Bom
858,29,14404.2,Vitória,B,8.3,Bom
859,54,34522.49,São Paulo,A,9.9,Bom
860,40,,São Paulo,B,5.8,
861,30,36344.89,São Paulo,A,9.5,Bom
862,28,32800.65,Vitória,B,5.6,Bom
863,17,2050.32,Rio de Janeiro,B,5.4,Bom
864,42,12706.57,Rio de Janeiro,B,7.6,Bom
865,62,24656.95,Rio de Janeiro,B,9.3,Bom
866,63,7045.59,São Paulo,B,7.0,Bom
867,27,30377.14,Rio de Janeiro,B,9.1,Bom
868,29,5157.99,Vitória,B,6.4,Bom
869,47,38061.75,São Paulo,B,7.4,Bom
870,52,28237.42,Rio de Janeiro,B,6.6,Bom
871,24,16193.32,Rio de Janeiro,B,8.0,Bom
872,61,8226.69,Rio de Janeiro,B,10.0,Bom
873,71,14215.07,Rio de Janeiro,A,8.5,Bom
874,68,29214.21,Belo Horizonte,A,8.2,Bom
875,64,30094.25,São Paulo,A,7.2,Bom
876,73,44434.89,,B,8.0,Bom
877,47,33886.48,São Paulo,B,9.5,Bom
878,23,32648.04,São Paulo,A,7.0,Bom
879,25,9477.17,Vitória,A,8.0,Bom
880,,44461.4,Vitória,B,9.7,Bom
881,23,18838.78,Belo Horizonte,B,7.6,Bom
882,56,4615.57,Belo Horizonte,B,8.2,Bom
883,37,19000.23,Vitória,A,8.1,Bom
884,32,45436.43,Belo Horizonte,B,5.5,Bom
885,68,11922.57,Rio de Janeiro,B,7.8,Bom
886,61,22573.69,São Paulo,A,5.0,Bom
887,,28254.74,São Paulo,B,9.0,Bom
888,21,18294.25,Rio de Janeiro,A,9.8,Bom
889,18,29374.86,Rio de Janeiro,A,8.4,Bom
890,24,30093.11,São Paulo,A,8.4,Bom
891,74,17651.72,Rio de Janeiro,B,9.5,Bom
892,69,9759.15,Belo Horizonte,B,6.4,Bom
893,36,30964.07,São Paulo,A,6.0,Bom
894,37,8368.66,Vitória,A,8.2,Bom
895,60,6647.91,Rio de Janeiro,B,6.0,Bom
896,50,22450.14,Rio de Janeiro,B,6.6,Bom
897,65,14782.03,Rio de Janeiro,A,7.8,Bom
898,17,22761.24,Rio de Janeiro,A,6.5,Bom
899,75,26921.6,Rio de Janeiro,B,9.7,Bom
900,64,27007.12,Belo Horizonte,B,7.3,Bom
901,29,3162.97,São Paulo,B,5.1,Bom
902,79,41664.11,Belo Horizonte,B,6.4,Bom
903,40,17665.36,Vitória,B,6.7,Bom
904,66,44542.39,Rio de Janeiro,B,8.9,Bom
905,76,11654.81,São Paulo,B,6.2,Bom
906,74,16378.69,Belo Horizonte,B,7.1,Bom
907,18,25408.87,Belo Horizonte,A,5.8,Bom
908,81,18021.96,Belo Horizonte,A,9.7,Bom
909,20,32185.72,Rio de Janeiro,B,8.4,Bom
910,22,15523.68,Rio de Janeiro,B,8.7,Bom
911,76,42849.82,Rio de Janeiro,B,5.7,Bom
912,39,21583.19,Belo Horizonte,B,9.3,Bom
913,32,14066.16,Vitória,A,9.2,Bom
914,36,39538.96,Rio de Janeiro,A,7.5,Bom
915,51,42225.3,Vitória,B,7.8,Bom
916,59,34357.82,Vitória,B,5.7,Bom
917,68,18182.39,São Paulo,A,9.2,Bom
918,54,5077.44,Belo Horizonte,A,5.6,Bom
919,6,764.47,Rio de Janeiro,B,3.6,Bom
920,63,16083.12,São Paulo,A,7.3,Bom
921,41,45627.69,Belo Horizonte,A,9.4,Bom
922,55,36989.41,Rio de Janeiro,B,6.6,Bom
923,54,45444.23,Rio de Janeiro,B,9.8,Bom
924,31,5041.83,Vitória,B,7.2,Bom
925,66,34408.11,Belo Horizonte,A,8.3,Bom
926,60,28304.94,São Paulo,B,5.4,Bom
927,40,16267.71,Rio de Janeiro,B,6.5,Bom
928,78,28013.19,Belo Horizonte,B,7.5,Bom
929,57,1703.4,Vitória,B,8.2,Bom
930,21,15635.11,São Paulo,A,7.9,Bom
931,51,33056.0,Belo Horizonte,A,6.3,Bom
932,69,15287.84,São Paulo,A,7.8,Bom
933,14,927.25,Belo Horizonte,A,0.4,Bom
934,76,7351.08,Vitória,B,5.8,Bom
935,57,43693.61,Vitória,B,7.8,Bom
936,72,14789.0,Belo Horizonte,B,8.0,Bom
937,73,10043.85,Rio de Janeiro,A,6.4,Bom
938,74,45788.1,Belo Horizonte,B,6.5,Bom
939,65,45608.2,Vitória,B,7.5,Bom
940,58,2807.39,São Paulo,A,7.4,Bom
941,30,26328.41,Belo Horizonte,B,5.7,Bom
942,35,13819.34,São Paulo,B,6.6,Bom
943,45,14978.54,Vitória,A,9.3,Bom
944,40,16222.51,Belo Horizonte,B,5.8,Bom
945,64,18174.48,São Paulo,B,6.8,Bom
946,,2711.84,São Paulo,A,9.0,Bom
947,62,27865.38,Belo Horizonte,A,6.4,Bom
948,43,38624.52,São Paulo,B,9.0,Bom
949,21,31202.49,São Paulo,,5.8,
950,42,39087.27,Rio de Janeiro,A,5.1,Bom
951,70,44455.99,São Paulo,A,8.5,Bom
952,82,42757.94,São Paulo,A,6.6,Bom
953,29,7481.43,Rio de Janeiro,A,9.9,Bom
954,41,11677.46,Vitória,A,9.7,Bom
955,35,19485.74,São Paulo,A,8.8,Bom
956,71,28826.51,Vitória,A,7.5,Bom
957,77,2416.06,Belo Horizonte,A,7.1,Bom
958,18,9993.21,São Paulo,A,5.8,Bom
959,61,38186.3,Belo Horizonte,A,9.0,Bom
960,74,33496.86,Vitória,A,5.4,Bom
961,41,32437.97,Vitória,A,6.2,Bom
962,51,29653.92,Rio de Janeiro,A,7.2,Bom
963,19,33737.69,São Paulo,A,7.0,Bom
964,50,28176.81,São Paulo,B,8.0,Bom
965,71,33392.71,Vitória,A,9.7,Bom
966,80,45746.23,Vitória,A,5.8,Bom
967,56,39474.1,São Paulo,A,5.9,Bom
968,20,31182.13,Vitória,B,9.8,Bom
969,58,37962.98,São Paulo,B,6.8,Bom
970,44,35735.78,Belo Horizonte,A,7.1,Bom
971,49,11153.52,São Paulo,B,7.5,Bom
972,,36350.14,Vitória,A,7.2,Bom
973,50,29596.13,São Paulo,A,6.8,Bom
974,70,3466.29,São Paulo,A,5.3,Bom
975,42,1713.19,Vitória,B,8.1,Bom
976,30,38776.91,Belo Horizonte,B,7.5,Bom
977,63,42440.02,São Paulo,A,6.2,Bom
978,74,17625.59,Vitória,B,6.8,Bom
979,72,3257.0,Vitória,B,5.9,Bom
980,35,13262.4,Vitória,A,5.1,Bom
981,60,29707.8,Rio de Janeiro,A,9.2,Bom
982,36,18836.5,Vitória,A,7.1,Bom
983,79,43454.37,Belo Horizonte,B,9.6,Bom
984,35,12051.22,Vitória,A,5.3,Bom
985,82,24815.12,Vitória,B,6.3,Bom
986,62,44403.27,Vitória,A,,
987,68,26244.42,Vitória,A,8.5,Bom
988,81,35148.62,São Paulo,A,,
989,28,21680.22,São Paulo,A,8.1,Bom
990,51,4045.7,,A,5.3,Bom
991,82,45343.55,Belo Horizonte,A,8.4,Bom
992,38,32662.26,São Paulo,B,6.6,Bom
993,77,19715.71,Rio de Janeiro,A,7.4,Bom
994,50,38771.95,Vitória,A,7.4,Bom
995,27,20720.04,São Paulo,B,5.8,Bom
996,49,14585.77,Vitória,B,10.0,Bom
997,59,34023.01,Belo Horizonte,B,7.7,Bom
998,22,43733.51,São Paulo,B,8.4,Bom
999,82,28971.14,Vitória,A,5.8,Bom
1000,63,45641.93,Vitória,B,10.0,Bom
